,feature,target
0,0.0,0.7919165516409034
1,0.03389830508474576,0.47135471475974833
2,0.06779661016949153,0.6614925108748662
3,0.1016949152542373,0.5777436095481696
4,0.13559322033898305,0.6546259690029679
5,0.1694915254237288,0.05723724297742094
6,0.2033898305084746,0.8098326237102345
7,0.23728813559322035,0.47594202597245017
8,0.2711864406779661,0.3042067191370239
9,0.3050847457627119,0.28708659549549753
10,0.3389830508474576,0.3563639656952634
11,0.3728813559322034,0.2785113324595915
12,0.4067796610169492,0.4840298671739872
13,0.4406779661016949,0.9180488607592848
14,0.4745762711864407,0.8299109811885902
15,0.5084745762711864,0.6298716132679578
16,0.5423728813559322,0.8976120152784107
17,0.576271186440678,0.7450589195713047
18,0.6101694915254238,0.9608950434191073
19,0.6440677966101694,0.8975740868307125
20,0.6779661016949152,0.4331324463966332
21,0.711864406779661,0.056972959277637125
22,0.7457627118644068,0.3455147255930936
23,0.7796610169491526,0.6502364774361923
24,0.8135593220338984,0.9517743047682814
25,0.847457627118644,0.2778665992393361
26,0.8813559322033898,0.9545849795957764
27,0.9152542372881356,0.6318119169607015
28,0.9491525423728814,0.6566897996065391
29,0.9830508474576272,0.8805004213071371
30,1.0169491525423728,0.08965267779802855
31,1.0508474576271187,0.8552534566338239
32,1.0847457627118644,0.29657746359986004
33,1.11864406779661,0.2308840994006074
34,1.152542372881356,0.09491769039433784
35,1.1864406779661016,0.5801016210057727
36,1.2203389830508475,0.9053421405681479
37,1.2542372881355932,0.7166950401882963
38,1.2881355932203389,0.13416986734390657
39,1.3220338983050848,0.9446594241241244
40,1.3559322033898304,0.8313438238652497
41,1.3898305084745763,0.33221855059104277
42,1.423728813559322,0.43291126975570393
43,1.4576271186440677,0.38677005769585715
44,1.4915254237288136,0.9185328926993932
45,1.5254237288135593,0.10504591265744223
46,1.5593220338983051,0.9074343571279753
47,1.5932203389830508,0.06529633301280813
48,1.6271186440677967,0.574328407656287
49,1.6610169491525424,0.8940891104288019
50,1.694915254237288,0.9655115857382656
51,1.728813559322034,0.6897811012795938
52,1.7627118644067796,0.07107229762114531
53,1.7966101694915255,0.5996809896798833
54,1.8305084745762712,0.2914003071627427
55,1.8644067796610169,0.8686830044207172
56,1.8983050847457628,0.128007799902345
57,1.9322033898305084,0.07058586597893524
58,1.9661016949152543,0.49309829638156033
59,2.0,0.6995969796172794
